Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorkedGroup,AttrionLikelihood,RiskLevel
29,No,Travel_Rarely,1176,Sales,3,College,Medical,Medium,Female,Junior Level,Sales Executive,High,Married,5561,No,Low,Medium,6,5,Medium,6,0,1,2,0-1 Companies,0.093669976,Weak
35,No,Travel_Rarely,1017,Research & Development,6,Master,Life Sciences,Medium,Male,Junior Level,Research Scientist,Very High,Single,6646,No,Medium,Low,17,3,High,17,11,11,8,0-1 Companies,0.000990204,Weak
33,No,Travel_Frequently,1296,Research & Development,6,Bachelor,Life Sciences,High,Male,Junior Level,Healthcare Representative,Very High,Divorced,7725,No,High,Medium,15,2,Low,13,11,4,7,2-3 companies,0.001661034,Weak
54,No,Travel_Rarely,397,Human Resources,19,Master,Medical,High,Male,Mid Level,Human Resources,Medium,Married,10725,No,High,Medium,16,1,Very High,9,7,7,1,2-3 companies,0.017774005,Weak
36,No,Travel_Rarely,913,Research & Development,9,College,Medical,Medium,Male,Junior Level,Manufacturing Director,Medium,Divorced,8847,Yes,High,Medium,13,2,High,3,2,0,2,2-3 companies,0.013573314,Weak
27,No,Travel_Rarely,1115,Research & Development,3,Master,Medical,Low,Male,Entry Level,Research Scientist,Very High,Single,2045,No,Very High,Low,5,0,High,4,2,1,1,,0.040640894,Weak
20,Yes,Travel_Rarely,1362,Research & Development,10,Below College,Medical,Very High,Male,Entry Level,Research Scientist,High,Single,1009,Yes,Very High,Low,1,5,High,1,0,1,1,0-1 Companies,0.167357808,Weak
33,Yes,Travel_Frequently,1076,Research & Development,3,Bachelor,Life Sciences,Low,Male,Entry Level,Research Scientist,Low,Single,3348,Yes,Low,Low,10,3,High,10,8,9,7,0-1 Companies,0.673424617,Strong
35,No,Non-Travel,727,Research & Development,3,Bachelor,Life Sciences,High,Male,Entry Level,Laboratory Technician,High,Married,1281,No,High,High,1,3,High,1,0,0,0,0-1 Companies,0.009542771,Weak
23,No,Travel_Rarely,885,Research & Development,4,Bachelor,Medical,Low,Male,Entry Level,Research Scientist,Low,Married,2819,No,Low,Medium,5,3,Very High,3,2,0,2,2-3 companies,0.298132744,Weak
25,No,Travel_Rarely,810,Sales,8,Bachelor,Life Sciences,Very High,Male,Junior Level,Sales Executive,Medium,Married,4851,No,High,Medium,4,4,High,3,2,1,2,,0.026750075,Weak
38,No,Travel_Rarely,243,Sales,7,Master,Marketing,Very High,Female,Junior Level,Sales Executive,Very High,Single,4028,No,Low,Low,8,2,High,7,7,0,5,,0.049069064,Weak
29,No,Travel_Frequently,806,Research & Development,1,Master,Life Sciences,Medium,Male,Entry Level,Research Scientist,Very High,Divorced,2720,No,Very High,Medium,10,5,High,10,7,2,8,0-1 Companies,0.0013036,Weak
48,No,Travel_Rarely,817,Sales,2,Below College,Marketing,Medium,Male,Junior Level,Sales Executive,Medium,Married,8120,No,Very High,Low,12,3,High,2,2,2,2,2-3 companies,0.024808227,Weak
27,No,Travel_Frequently,1410,Sales,3,Below College,Medical,Very High,Female,Junior Level,Sales Executive,Very High,Divorced,4647,Yes,Medium,High,6,3,High,6,5,0,4,0-1 Companies,0.028353589,Weak
37,No,Travel_Rarely,1225,Research & Development,10,College,Life Sciences,Very High,Male,Entry Level,Research Scientist,Very High,Single,4680,No,Low,Low,4,2,High,1,0,0,0,2-3 companies,0.021791775,Weak
50,No,Travel_Rarely,1207,Research & Development,28,Below College,Medical,Very High,Male,Entry Level,Laboratory Technician,High,Married,3221,Yes,High,Very High,20,3,High,20,8,3,8,0-1 Companies,0.210807014,Weak
34,No,Travel_Rarely,1442,Research & Development,9,Bachelor,Medical,Very High,Female,Mid Level,Healthcare Representative,Medium,Single,8621,No,Medium,Low,9,3,Very High,8,7,7,7,0-1 Companies,0.09291941,Weak
24,Yes,Travel_Rarely,693,Sales,3,College,Life Sciences,Low,Female,Junior Level,Sales Executive,High,Single,4577,No,Low,Low,4,3,High,2,2,2,0,5+ companies,0.570981562,Strong
39,No,Travel_Rarely,408,Research & Development,2,Master,Technical Degree,Very High,Female,Junior Level,Healthcare Representative,High,Single,4553,No,Low,Low,20,4,High,20,7,11,10,0-1 Companies,0.020523254,Weak
32,No,Travel_Rarely,929,Sales,10,Bachelor,Marketing,Very High,Male,Junior Level,Sales Executive,Very High,Single,5396,No,Very High,Low,10,2,Medium,10,7,0,8,0-1 Companies,0.031159275,Weak
50,Yes,Travel_Frequently,562,Sales,8,College,Technical Degree,Medium,Male,Junior Level,Sales Executive,High,Married,6796,Yes,Low,Medium,18,4,High,4,3,1,3,2-3 companies,0.416667804,Strong
38,No,Travel_Rarely,827,Research & Development,1,Master,Life Sciences,Medium,Female,Junior Level,Healthcare Representative,Very High,Single,7625,No,High,Low,10,4,Medium,9,7,1,8,,0.003745294,Weak
27,No,Travel_Rarely,608,Research & Development,1,College,Life Sciences,High,Female,Mid Level,Manufacturing Director,Low,Married,7412,No,Very High,Low,9,3,High,9,7,0,7,0-1 Companies,0.018626292,Weak
32,No,Travel_Rarely,1018,Research & Development,3,College,Life Sciences,High,Female,Mid Level,Research Director,Very High,Single,11159,No,Very High,Low,10,6,High,7,7,7,7,2-3 companies,1.69E-05,Weak
47,No,Travel_Rarely,703,Sales,14,Master,Marketing,Very High,Male,Junior Level,Sales Executive,Low,Single,4960,No,Very High,Low,20,2,High,7,7,1,7,2-3 companies,0.043140723,Weak
40,No,Travel_Frequently,580,Sales,5,Master,Life Sciences,Very High,Male,Mid Level,Sales Executive,Low,Married,10475,Yes,High,Medium,20,2,High,18,13,1,12,4-5 companies,0.158571342,Weak
53,No,Travel_Rarely,970,Research & Development,7,Bachelor,Life Sciences,High,Male,Senior Level,Research Director,High,Married,14814,No,High,Low,32,3,High,5,1,1,3,2-3 companies,0.000168047,Weak
41,No,Travel_Rarely,427,Human Resources,10,Master,Human Resources,Medium,Male,Executive Level,Manager,Very High,Divorced,19141,No,Medium,Very High,23,2,Medium,21,6,12,6,2-3 companies,0.001204191,Weak
60,No,Travel_Rarely,1179,Sales,16,Master,Marketing,Low,Male,Junior Level,Sales Executive,Low,Single,5405,No,Very High,Low,10,1,High,2,2,2,2,5+ companies,0.230535084,Weak
27,No,Travel_Frequently,294,Research & Development,10,College,Life Sciences,Very High,Male,Mid Level,Manufacturing Director,Low,Divorced,8793,No,High,High,9,4,Medium,9,7,1,7,0-1 Companies,0.018736536,Weak
41,No,Travel_Rarely,314,Human Resources,1,Bachelor,Human Resources,Very High,Male,Executive Level,Manager,High,Married,19189,No,Medium,Medium,22,3,High,22,7,2,10,0-1 Companies,0.000126178,Weak
50,No,Travel_Rarely,316,Sales,8,Master,Marketing,Very High,Male,Entry Level,Sales Representative,Medium,Married,3875,No,Very High,Medium,4,2,High,2,2,2,2,5+ companies,0.037113891,Weak
28,Yes,Travel_Rarely,654,Research & Development,1,College,Life Sciences,Low,Female,Entry Level,Research Scientist,Medium,Single,2216,Yes,Very High,Low,10,4,High,7,7,3,7,5+ companies,0.240949726,Weak
36,No,Non-Travel,427,Research & Development,8,Bachelor,Life Sciences,Low,Female,Mid Level,Research Director,Low,Married,11713,No,Low,Medium,10,2,High,8,7,0,5,5+ companies,0.000409962,Weak
38,No,Travel_Rarely,168,Research & Development,1,Bachelor,Life Sciences,High,Female,Mid Level,Manufacturing Director,High,Single,7861,Yes,Very High,Low,10,4,Very High,1,0,0,0,4-5 companies,0.347170763,Medium
44,No,Non-Travel,381,Research & Development,24,Bachelor,Medical,Low,Male,Entry Level,Laboratory Technician,High,Single,3708,No,High,Low,9,5,High,5,2,1,4,2-3 companies,0.224653556,Weak
47,No,Travel_Frequently,217,Sales,3,Bachelor,Medical,Very High,Female,Senior Level,Sales Executive,High,Divorced,13770,Yes,Very High,High,28,2,Medium,22,2,11,13,5+ companies,0.351815331,Medium
30,No,Travel_Rarely,501,Sales,27,Doctor,Marketing,High,Male,Junior Level,Sales Executive,Very High,Divorced,5304,No,Very High,Medium,10,2,Medium,8,7,7,7,5+ companies,0.031058761,Weak
29,No,Travel_Rarely,1396,Sales,10,Bachelor,Life Sciences,High,Male,Entry Level,Sales Representative,High,Single,2642,No,High,Low,1,6,High,1,0,0,0,0-1 Companies,0.186416932,Weak
42,Yes,Travel_Frequently,933,Research & Development,19,Bachelor,Medical,High,Male,Entry Level,Research Scientist,High,Divorced,2759,Yes,Very High,Low,7,2,High,2,2,2,2,5+ companies,0.222287422,Weak
43,No,Travel_Frequently,775,Sales,15,Bachelor,Life Sciences,Very High,Male,Junior Level,Sales Executive,Very High,Married,6804,No,High,Medium,7,5,High,2,2,2,2,2-3 companies,0.007516278,Weak
34,No,Travel_Rarely,970,Research & Development,8,College,Medical,Medium,Female,Junior Level,Healthcare Representative,High,Single,6142,No,Very High,Low,10,2,High,5,1,4,3,2-3 companies,0.019416451,Weak
23,No,Travel_Rarely,650,Research & Development,9,Below College,Medical,Medium,Male,Entry Level,Laboratory Technician,Low,Married,2500,No,Very High,Medium,5,2,Very High,4,3,0,2,0-1 Companies,0.309624165,Medium
39,No,Travel_Rarely,141,Human Resources,3,Bachelor,Human Resources,High,Female,Junior Level,Human Resources,Medium,Married,6389,No,High,Medium,12,3,Low,8,3,3,6,5+ companies,0.031603824,Weak
56,No,Travel_Rarely,832,Research & Development,9,Bachelor,Medical,High,Male,Senior Level,Healthcare Representative,Very High,Married,11103,No,High,Low,30,1,Medium,10,7,1,1,5+ companies,0.019262307,Weak
40,No,Travel_Rarely,804,Research & Development,2,Below College,Medical,Very High,Female,Entry Level,Research Scientist,Very High,Single,2342,Yes,Very High,Low,5,2,Medium,4,2,2,3,,0.056378747,Weak
27,No,Travel_Rarely,975,Research & Development,7,Bachelor,Medical,Very High,Female,Junior Level,Healthcare Representative,Low,Single,6811,No,Low,Low,9,2,Low,7,6,0,7,5+ companies,0.122625301,Weak
29,No,Travel_Rarely,1090,Sales,10,Bachelor,Marketing,Very High,Male,Entry Level,Sales Representative,Medium,Divorced,2297,No,Very High,High,2,2,High,2,2,2,2,0-1 Companies,0.046112512,Weak
53,No,Travel_Rarely,346,Research & Development,6,Bachelor,Life Sciences,Very High,Male,Junior Level,Laboratory Technician,Very High,Single,2450,No,Very High,Low,19,4,High,2,2,2,2,2-3 companies,0.006220169,Weak
35,No,Non-Travel,1225,Research & Development,2,Master,Life Sciences,Very High,Female,Junior Level,Healthcare Representative,Low,Divorced,5093,No,Low,Medium,16,2,Very High,1,0,0,0,2-3 companies,0.020158127,Weak
32,No,Travel_Frequently,430,Research & Development,24,Master,Life Sciences,Low,Male,Junior Level,Laboratory Technician,Very High,Married,5309,No,Very High,High,10,2,High,10,8,4,7,0-1 Companies,0.030748404,Weak
38,No,Travel_Rarely,268,Research & Development,2,Doctor,Medical,Very High,Male,Entry Level,Research Scientist,High,Married,3057,Yes,Medium,Medium,6,0,Low,1,0,0,1,5+ companies,0.210805178,Weak
34,No,Travel_Rarely,167,Research & Development,8,Doctor,Life Sciences,Medium,Female,Junior Level,Manufacturing Director,Low,Divorced,5121,No,High,Medium,7,3,High,0,0,0,0,2-3 companies,0.009081445,Weak
52,No,Travel_Rarely,621,Sales,3,Master,Marketing,High,Male,Senior Level,Manager,Low,Married,16856,No,Low,Low,34,3,Very High,34,6,1,16,0-1 Companies,0.032528043,Weak
33,Yes,Travel_Rarely,527,Research & Development,1,Master,Other,Very High,Male,Entry Level,Research Scientist,Very High,Single,2686,Yes,High,Low,10,2,Medium,10,9,7,8,0-1 Companies,0.027846302,Weak
25,No,Travel_Rarely,883,Sales,26,Below College,Medical,High,Female,Junior Level,Sales Executive,Very High,Single,6180,No,Medium,Low,6,5,Medium,6,5,1,4,0-1 Companies,0.12398061,Weak
45,No,Travel_Rarely,954,Sales,2,College,Technical Degree,Medium,Male,Junior Level,Sales Representative,High,Single,6632,No,Low,Low,9,3,High,8,7,3,1,,0.093538319,Weak
23,No,Travel_Rarely,310,Research & Development,10,Below College,Medical,Low,Male,Entry Level,Research Scientist,High,Single,3505,No,Very High,Low,2,3,High,2,2,0,2,0-1 Companies,0.127195206,Weak
47,Yes,Travel_Frequently,719,Sales,27,College,Life Sciences,Medium,Female,Junior Level,Sales Executive,High,Single,6397,Yes,Very High,Low,8,2,High,5,4,1,3,4-5 companies,0.711003303,Strong
34,No,Travel_Rarely,304,Sales,2,Bachelor,Other,Very High,Male,Junior Level,Sales Executive,Very High,Single,6274,No,High,Low,6,5,High,6,5,1,4,0-1 Companies,0.005250602,Weak
55,Yes,Travel_Rarely,725,Research & Development,2,Bachelor,Medical,Very High,Male,Executive Level,Manager,Low,Married,19859,Yes,Very High,Medium,24,2,High,5,2,1,4,4-5 companies,0.000299633,Weak
36,No,Non-Travel,1434,Sales,8,Master,Life Sciences,Low,Male,Mid Level,Sales Executive,Low,Single,7587,No,Medium,Low,10,1,High,10,7,0,9,0-1 Companies,0.422440058,Strong
52,No,Non-Travel,715,Research & Development,19,Master,Medical,Very High,Male,Entry Level,Research Scientist,Very High,Married,4258,No,Low,Medium,5,3,High,4,3,1,2,,0.001224208,Weak
26,No,Travel_Frequently,575,Research & Development,1,College,Life Sciences,Low,Female,Entry Level,Laboratory Technician,Very High,Divorced,4364,No,Low,Medium,5,2,High,2,2,2,0,2-3 companies,0.234518445,Weak
29,No,Travel_Rarely,657,Research & Development,27,Bachelor,Medical,Medium,Female,Junior Level,Healthcare Representative,High,Married,4335,No,Low,Medium,11,3,Medium,8,7,1,1,4-5 companies,0.084682341,Weak
26,Yes,Travel_Rarely,1146,Sales,8,Bachelor,Technical Degree,Very High,Male,Junior Level,Sales Executive,Low,Single,5326,No,High,Low,6,2,Medium,4,3,1,2,5+ companies,0.383493414,Medium
34,No,Travel_Rarely,182,Research & Development,1,Master,Life Sciences,Medium,Female,Entry Level,Research Scientist,Very High,Single,3280,No,High,Low,10,2,High,4,2,1,3,2-3 companies,0.012946325,Weak
54,No,Travel_Rarely,376,Research & Development,19,Master,Medical,Very High,Female,Junior Level,Manufacturing Director,Low,Divorced,5485,Yes,Medium,High,9,4,High,5,3,1,4,5+ companies,0.009358581,Weak
27,No,Travel_Frequently,829,Sales,8,Below College,Marketing,High,Male,Junior Level,Sales Executive,Very High,Married,4342,No,Medium,Medium,5,3,High,4,2,1,1,,0.03109578,Weak
37,No,Travel_Rarely,571,Research & Development,10,Below College,Life Sciences,Very High,Female,Entry Level,Research Scientist,Low,Divorced,2782,Yes,Medium,High,6,3,Medium,5,3,4,3,,0.098822303,Weak
38,No,Travel_Frequently,240,Research & Development,2,Master,Life Sciences,Low,Female,Junior Level,Manufacturing Director,Low,Single,5980,Yes,Very High,Low,17,2,High,15,7,4,12,5+ companies,0.234142954,Weak
34,No,Travel_Rarely,121,Research & Development,2,Master,Medical,High,Female,Entry Level,Research Scientist,Low,Single,4381,No,High,Low,6,3,High,6,5,1,3,0-1 Companies,0.013888053,Weak
35,No,Travel_Rarely,384,Sales,8,Master,Life Sciences,Low,Female,Entry Level,Sales Representative,Very High,Married,2572,No,Medium,Medium,3,1,Medium,3,2,0,2,0-1 Companies,0.428438299,Strong
30,No,Travel_Rarely,921,Research & Development,1,Bachelor,Life Sciences,Very High,Male,Entry Level,Laboratory Technician,High,Married,3833,No,High,High,7,2,High,2,2,0,2,2-3 companies,0.01202331,Weak
40,No,Travel_Frequently,791,Research & Development,2,College,Medical,High,Female,Junior Level,Healthcare Representative,Medium,Married,4244,No,Very High,Medium,8,2,High,8,7,3,7,0-1 Companies,0.002278208,Weak
34,No,Travel_Rarely,1111,Sales,8,College,Life Sciences,High,Female,Junior Level,Sales Executive,Low,Married,6500,No,Medium,Medium,6,1,High,3,2,1,2,4-5 companies,0.045933347,Weak
42,No,Travel_Frequently,570,Research & Development,8,Bachelor,Life Sciences,Medium,Male,Executive Level,Manager,Very High,Divorced,18430,No,Medium,Medium,24,4,Medium,24,7,14,9,0-1 Companies,0.000180211,Weak
23,Yes,Travel_Rarely,1243,Research & Development,6,Bachelor,Life Sciences,High,Male,Entry Level,Laboratory Technician,Low,Married,1601,Yes,High,High,1,2,High,0,0,0,0,0-1 Companies,0.367210483,Medium
24,No,Non-Travel,1092,Research & Development,9,Bachelor,Life Sciences,High,Male,Entry Level,Laboratory Technician,Medium,Divorced,2694,No,High,Very High,1,4,High,1,0,0,0,0-1 Companies,0.067754131,Weak
52,No,Travel_Rarely,1325,Research & Development,11,Master,Life Sciences,Very High,Female,Junior Level,Laboratory Technician,High,Married,3149,No,Medium,Medium,9,3,High,5,2,1,4,5+ companies,0.007563116,Weak
50,No,Travel_Rarely,691,Research & Development,2,Bachelor,Medical,High,Male,Senior Level,Research Director,High,Married,17639,No,Very High,Low,30,3,High,4,3,0,3,4-5 companies,5.03E-05,Weak
29,Yes,Travel_Rarely,805,Research & Development,1,College,Life Sciences,Medium,Female,Entry Level,Laboratory Technician,Low,Married,2319,Yes,Very High,Medium,1,1,High,1,0,0,0,0-1 Companies,0.515345904,Strong
33,No,Travel_Rarely,213,Research & Development,7,Bachelor,Medical,High,Male,Mid Level,Research Director,High,Married,11691,No,Very High,Low,14,3,Very High,13,9,3,7,,0.000233092,Weak
33,Yes,Travel_Rarely,118,Sales,16,Bachelor,Marketing,Low,Female,Junior Level,Sales Executive,Low,Single,5324,No,High,Low,6,3,High,3,2,0,2,4-5 companies,0.599708013,Strong
47,No,Travel_Rarely,202,Research & Development,2,College,Other,High,Female,Senior Level,Manager,Very High,Married,16752,Yes,High,Medium,26,3,Medium,26,14,3,0,0-1 Companies,0.001488152,Weak
36,No,Travel_Rarely,676,Research & Development,1,Bachelor,Other,High,Female,Junior Level,Manufacturing Director,Medium,Married,5228,No,Low,Medium,10,2,High,9,7,0,5,,0.001469733,Weak
29,No,Travel_Rarely,1252,Research & Development,23,College,Life Sciences,High,Male,Entry Level,Research Scientist,High,Married,2700,No,High,Medium,10,3,High,10,7,0,7,0-1 Companies,0.006883758,Weak
58,Yes,Travel_Rarely,286,Research & Development,2,Master,Life Sciences,Very High,Male,Executive Level,Research Director,Medium,Single,19246,Yes,Very High,Low,40,2,High,31,15,13,8,5+ companies,4.00E-06,Weak
35,No,Travel_Rarely,1258,Research & Development,1,Master,Life Sciences,Very High,Female,Entry Level,Research Scientist,High,Single,2506,No,High,Low,7,0,High,2,2,2,2,2-3 companies,0.016963678,Weak
42,No,Travel_Rarely,932,Research & Development,1,College,Life Sciences,Very High,Female,Junior Level,Manufacturing Director,Very High,Married,6062,Yes,Very High,Medium,8,4,High,4,3,0,2,5+ companies,0.001137099,Weak
28,Yes,Travel_Rarely,890,Research & Development,2,Master,Medical,High,Male,Entry Level,Research Scientist,High,Single,4382,No,Very High,Low,5,3,Medium,2,2,2,1,5+ companies,0.021202497,Weak
36,No,Travel_Rarely,1041,Human Resources,13,Bachelor,Human Resources,High,Male,Entry Level,Human Resources,Medium,Married,2143,No,Medium,Medium,8,2,High,5,2,0,4,4-5 companies,0.101243715,Weak
32,No,Travel_Rarely,859,Research & Development,4,Bachelor,Life Sciences,High,Female,Junior Level,Manufacturing Director,High,Married,6162,No,High,Medium,14,3,High,14,13,6,8,0-1 Companies,0.000262286,Weak
40,No,Travel_Frequently,720,Research & Development,16,Master,Medical,Low,Male,Junior Level,Laboratory Technician,High,Single,5094,No,Very High,Low,10,6,High,1,0,0,0,5+ companies,0.206505743,Weak
30,No,Travel_Rarely,946,Research & Development,2,Bachelor,Medical,High,Female,Junior Level,Manufacturing Director,Very High,Single,6877,Yes,Medium,Low,12,4,Medium,0,0,0,0,4-5 companies,0.038954384,Weak
45,No,Travel_Rarely,252,Research & Development,2,Bachelor,Life Sciences,Medium,Female,Entry Level,Research Scientist,High,Single,2274,No,Very High,Low,1,3,High,1,0,0,0,0-1 Companies,0.02313315,Weak
42,No,Travel_Rarely,933,Research & Development,29,Bachelor,Life Sciences,Medium,Male,Junior Level,Manufacturing Director,Medium,Married,4434,No,Very High,Medium,10,3,Medium,9,8,7,8,0-1 Companies,0.009294535,Weak
38,No,Travel_Frequently,471,Research & Development,12,Bachelor,Life Sciences,Low,Male,Junior Level,Healthcare Representative,Low,Divorced,6288,No,High,Medium,13,3,Medium,4,3,1,2,2-3 companies,0.117742217,Weak
